TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
CHA,03/08/2018,CHA vs. BKN,L,241,111,41,85,48.2,4,19,21.1,25,30,83.3,6,30,36,19,5,5,13,21,-14
CHA,03/06/2018,CHA vs. PHI,L,239,114,40,80,50,11,29,37.9,23,31,74.2,8,25,33,26,7,5,10,12,-14
CHA,03/04/2018,CHA @ TOR,L,241,98,32,85,37.6,5,21,23.8,29,35,82.9,9,37,46,16,7,4,9,21,-5
CHA,03/02/2018,CHA @ PHI,L,240,99,34,81,42,11,24,45.8,20,32,62.5,7,32,39,21,7,0,10,25,-11
CHA,02/28/2018,CHA @ BOS,L,239,106,42,91,46.2,9,27,33.3,13,22,59.1,9,24,33,24,6,6,7,17,-28
CHA,02/27/2018,CHA vs. CHI,W,241,118,44,82,53.7,15,35,42.9,15,21,71.4,6,29,35,28,11,8,14,14,15
CHA,02/25/2018,CHA vs. DET,W,239,114,42,88,47.7,16,35,45.7,14,23,60.9,13,34,47,28,9,4,18,19,16
CHA,02/23/2018,CHA @ WAS,W,240,122,44,90,48.9,17,39,43.6,17,20,85,13,28,41,26,7,5,8,18,17
CHA,02/22/2018,CHA vs. BKN,W,240,111,42,87,48.3,11,21,52.4,16,20,80,13,41,54,29,3,6,14,15,15
CHA,02/14/2018,CHA @ ORL,W,241,104,38,88,43.2,13,30,43.3,15,19,78.9,8,37,45,26,14,4,12,15,2
CHA,02/11/2018,CHA vs. TOR,L,240,103,38,89,42.7,10,23,43.5,17,23,73.9,11,31,42,26,5,5,13,13,-20
CHA,02/09/2018,CHA @ UTA,L,241,94,35,85,41.2,9,24,37.5,15,19,78.9,5,28,33,17,8,2,7,18,-12
CHA,02/08/2018,CHA @ POR,L,265,103,38,98,38.8,13,33,39.4,14,17,82.4,7,37,44,17,10,3,11,16,-6
CHA,02/05/2018,CHA @ DEN,L,239,104,39,77,50.6,11,26,42.3,15,24,62.5,5,31,36,21,7,1,10,16,-17
CHA,02/04/2018,CHA @ PHX,W,239,115,40,96,41.7,10,38,26.3,25,29,86.2,13,30,43,24,12,6,8,17,5
CHA,02/02/2018,CHA vs. IND,W,241,133,44,83,53,15,33,45.5,30,34,88.2,11,32,43,27,5,2,15,21,7
CHA,01/31/2018,CHA @ ATL,W,242,123,46,90,51.1,17,32,53.1,14,18,77.8,12,30,42,29,6,1,10,21,13
CHA,01/29/2018,CHA @ IND,L,240,96,37,83,44.6,9,31,29,13,20,65,11,29,40,18,5,2,16,14,-9
CHA,01/27/2018,CHA @ MIA,L,241,91,29,84,34.5,5,24,20.8,28,35,80,12,34,46,12,6,6,7,15,-4
CHA,01/26/2018,CHA vs. ATL,W,239,121,40,88,45.5,13,34,38.2,28,32,87.5,11,32,43,25,13,8,11,25,11
CHA,01/24/2018,CHA vs. NOP,L,240,96,36,85,42.4,6,21,28.6,18,31,58.1,10,39,49,16,5,6,14,23,-5
CHA,01/22/2018,CHA vs. SAC,W,241,112,38,86,44.2,16,40,40,20,25,80,11,37,48,22,4,10,15,14,5
CHA,01/20/2018,CHA vs. MIA,L,241,105,41,90,45.6,7,27,25.9,16,21,76.2,8,35,43,22,9,8,7,12,-1
CHA,01/17/2018,CHA vs. WAS,W,241,133,48,98,49,15,31,48.4,22,26,84.6,13,36,49,27,10,5,9,18,25
CHA,01/15/2018,CHA @ DET,W,240,118,43,84,51.2,10,21,47.6,22,33,66.7,9,40,49,21,9,4,15,11,11
CHA,04/08/2018,CHA vs. IND,L,238,117,40,80,50,11,30,36.7,26,30,86.7,5,31,36,27,6,3,21,17,-6
CHA,01/12/2018,CHA vs. UTA,W,241,99,32,78,41,9,27,33.3,26,34,76.5,8,38,46,17,8,2,12,19,11
CHA,01/10/2018,CHA vs. DAL,L,241,111,43,84,51.2,10,26,38.5,15,30,50,4,39,43,16,6,5,11,22,-4
CHA,01/05/2018,CHA @ LAL,W,241,108,42,99,42.4,12,33,36.4,12,16,75,16,40,56,26,10,3,14,17,14
CHA,01/02/2018,CHA @ SAC,W,240,131,51,89,57.3,15,32,46.9,14,18,77.8,5,25,30,25,7,3,3,14,20
CHA,12/31/2017,CHA @ LAC,L,241,98,36,93,38.7,11,33,33.3,15,19,78.9,15,32,47,23,10,3,17,21,-8
CHA,12/29/2017,CHA @ GSW,W,240,111,41,89,46.1,6,20,30,23,34,67.6,13,34,47,27,12,6,10,10,11
CHA,12/27/2017,CHA vs. BOS,L,239,91,32,87,36.8,7,23,30.4,20,29,69,19,33,52,15,7,3,11,11,-11
CHA,12/23/2017,CHA vs. MIL,W,240,111,36,74,48.6,9,21,42.9,30,40,75,9,34,43,22,2,7,16,20,5
CHA,12/22/2017,CHA @ MIL,L,240,104,39,88,44.3,12,26,46.2,14,17,82.4,9,34,43,21,4,7,9,18,-5
CHA,12/20/2017,CHA vs. TOR,L,240,111,39,85,45.9,7,23,30.4,26,35,74.3,8,31,39,21,10,6,12,18,-18
CHA,12/18/2017,CHA vs. NYK,W,240,109,43,88,48.9,9,20,45,14,16,87.5,12,35,47,30,10,6,19,16,18
CHA,12/16/2017,CHA vs. POR,L,240,91,33,96,34.4,7,31,22.6,18,28,64.3,13,38,51,18,9,3,6,21,-2
CHA,12/15/2017,CHA vs. MIA,L,240,98,34,83,41,10,27,37,20,27,74.1,11,31,42,21,7,1,16,14,-6
CHA,12/13/2017,CHA @ HOU,L,239,96,36,87,41.4,4,21,19,20,27,74.1,12,44,56,14,4,5,12,15,-12
CHA,12/11/2017,CHA @ OKC,W,240,116,43,81,53.1,13,25,52,17,24,70.8,9,32,41,22,7,4,12,20,13
CHA,12/09/2017,CHA vs. LAL,L,240,99,41,93,44.1,8,25,32,9,14,64.3,9,34,43,21,7,3,11,21,-11
CHA,12/08/2017,CHA vs. CHI,L,266,111,40,100,40,10,29,34.5,21,29,72.4,9,41,50,22,7,11,11,20,-8
CHA,12/06/2017,CHA vs. GSW,L,241,87,34,97,35.1,6,19,31.6,13,17,76.5,14,35,49,17,5,3,12,13,-14
CHA,12/04/2017,CHA vs. ORL,W,240,104,34,84,40.5,3,17,17.6,33,40,82.5,11,41,52,17,13,5,14,18,10
CHA,12/01/2017,CHA @ MIA,L,239,100,38,79,48.1,5,20,25,19,21,90.5,10,30,40,21,9,5,22,24,-5
CHA,11/29/2017,CHA @ TOR,L,241,113,37,79,46.8,9,19,47.4,30,35,85.7,7,29,36,26,6,2,12,17,-13
CHA,11/25/2017,CHA vs. SAS,L,238,86,31,84,36.9,4,25,16,20,26,76.9,14,28,42,20,7,4,14,19,-20
CHA,11/24/2017,CHA @ CLE,L,240,99,36,94,38.3,11,29,37.9,16,27,59.3,15,40,55,25,4,3,9,17,-1
CHA,11/22/2017,CHA vs. WAS,W,264,129,43,91,47.3,10,28,35.7,33,40,82.5,14,34,48,23,5,5,11,20,5
CHA,11/20/2017,CHA vs. MIN,W,240,118,42,85,49.4,11,26,42.3,23,29,79.3,11,41,52,22,5,7,17,18,16
CHA,11/18/2017,CHA vs. LAC,W,240,102,34,87,39.1,11,26,42.3,23,29,79.3,8,41,49,20,7,9,8,16,15
CHA,11/17/2017,CHA @ CHI,L,240,120,42,81,51.9,10,21,47.6,26,34,76.5,5,37,42,19,3,2,12,15,-3
CHA,11/15/2017,CHA vs. CLE,L,240,107,41,86,47.7,6,26,23.1,19,28,67.9,8,33,41,21,7,5,13,19,-8
CHA,11/10/2017,CHA @ BOS,L,238,87,31,80,38.8,6,22,27.3,19,33,57.6,7,40,47,20,5,7,14,21,-3
CHA,11/07/2017,CHA @ NYK,L,240,113,42,91,46.2,15,37,40.5,14,17,82.4,17,23,40,24,8,2,13,22,-5
CHA,11/05/2017,CHA @ MIN,L,240,94,37,89,41.6,9,28,32.1,11,21,52.4,10,30,40,24,8,3,11,24,-18
CHA,11/03/2017,CHA @ SAS,L,240,101,33,80,41.3,8,24,33.3,27,42,64.3,11,35,46,16,11,1,12,20,-7
CHA,11/01/2017,CHA vs. MIL,W,239,126,45,84,53.6,14,25,56,22,29,75.9,7,34,41,21,5,3,11,18,5
CHA,10/30/2017,CHA @ MEM,W,239,104,37,89,41.6,7,17,41.2,23,29,79.3,10,46,56,15,3,7,11,22,5
CHA,10/29/2017,CHA vs. ORL,W,242,120,53,97,54.6,6,18,33.3,8,17,47.1,12,47,59,31,6,7,17,24,7
CHA,10/27/2017,CHA vs. HOU,L,242,93,33,88,37.5,11,29,37.9,16,28,57.1,11,33,44,16,6,5,9,14,-9.2
CHA,10/25/2017,CHA vs. DEN,W,240,110,38,81,46.9,13,31,41.9,21,26,80.8,10,40,50,17,5,5,14,16,17
CHA,10/23/2017,CHA @ MIL,L,240,94,33,78,42.3,7,26,26.9,21,36,58.3,10,38,48,17,3,5,14,21,-9
CHA,10/20/2017,CHA vs. ATL,W,240,109,37,86,43,11,36,30.6,24,30,80,12,45,57,17,5,4,21,18,18
CHA,10/18/2017,CHA @ DET,L,238,90,29,73,39.7,9,30,30,23,29,79.3,3,44,47,16,4,3,17,15,-12
CHI,01/08/2018,CHI vs. HOU,L,239,107,40,86,46.5,12,28,42.9,15,18,83.3,3,34,37,26,6,5,11,17,-9
CHI,04/11/2018,CHI vs. DET,L,240,87,32,86,37.2,11,34,32.4,12,18,66.7,12,28,40,21,8,1,18,15,-32
CHI,04/07/2018,CHI vs. BKN,L,239,96,36,88,40.9,6,29,20.7,18,21,85.7,4,35,39,16,8,1,13,14,-28
CHI,04/06/2018,CHI @ BOS,L,239,104,40,86,46.5,14,30,46.7,10,17,58.8,9,34,43,25,15,0,17,22,-7
CHI,04/03/2018,CHI vs. CHA,W,240,120,46,99,46.5,15,34,44.1,13,18,72.2,11,33,44,26,9,4,7,20,6
CHI,04/01/2018,CHI vs. WAS,W,241,113,43,82,52.4,18,34,52.9,9,13,69.2,6,34,40,30,7,1,17,17,19
CHI,03/30/2018,CHI @ ORL,W,239,90,30,84,35.7,14,41,34.1,16,23,69.6,11,42,53,16,11,7,16,17,8
CHI,03/29/2018,CHI @ MIA,L,241,92,33,90,36.7,6,26,23.1,20,26,76.9,14,36,50,19,10,5,18,19,-11
CHI,03/27/2018,CHI @ HOU,L,240,86,34,89,38.2,8,37,21.6,10,17,58.8,13,38,51,17,8,1,18,17,-32
CHI,03/24/2018,CHI @ DET,L,240,95,39,97,40.2,11,35,31.4,6,9,66.7,14,30,44,27,10,1,12,20,-22
CHI,03/23/2018,CHI vs. MIL,L,240,105,36,87,41.4,12,26,46.2,21,23,91.3,17,34,51,21,3,2,14,21,-13
CHI,03/21/2018,CHI vs. DEN,L,240,102,39,89,43.8,13,38,34.2,11,14,78.6,9,25,34,29,12,4,15,22,-33
CHI,03/19/2018,CHI @ NYK,L,241,92,33,92,35.9,3,30,10,23,31,74.2,14,34,48,21,9,7,11,15,-18
CHI,03/17/2018,CHI vs. CLE,L,240,109,41,91,45.1,16,34,47.1,11,15,73.3,11,34,45,30,4,3,12,21,-5
CHI,03/15/2018,CHI @ MEM,W,240,111,35,80,43.8,15,41,36.6,26,33,78.8,8,34,42,23,10,2,13,23,1
CHI,03/13/2018,CHI vs. LAC,L,240,106,43,101,42.6,7,29,24.1,13,15,86.7,11,34,45,26,11,2,9,28,-6
CHI,03/11/2018,CHI @ ATL,W,240,129,48,98,49,17,37,45.9,16,19,84.2,13,34,47,31,10,4,5,24,7
CHI,03/09/2018,CHI @ DET,L,240,83,33,93,35.5,9,31,29,8,10,80,10,32,42,19,11,0,13,19,-16
CHI,03/07/2018,CHI vs. MEM,W,239,119,42,79,53.2,11,29,37.9,24,32,75,9,32,41,25,10,1,20,22,9
CHI,03/05/2018,CHI vs. BOS,L,241,89,32,81,39.5,12,33,36.4,13,20,65,7,29,36,18,14,1,13,16,-16
CHI,03/02/2018,CHI vs. DAL,W,239,108,42,89,47.2,10,27,37,14,20,70,11,34,45,24,10,2,13,18,8
CHI,02/27/2018,CHI @ CHA,L,239,103,39,81,48.1,9,24,37.5,16,21,76.2,11,33,44,26,8,5,20,23,-15
CHI,02/26/2018,CHI @ BKN,L,240,87,33,93,35.5,6,23,26.1,15,23,65.2,15,41,56,17,8,7,13,11,-17
CHI,02/24/2018,CHI @ MIN,L,242,104,42,90,46.7,6,23,26.1,14,20,70,4,38,42,21,5,9,14,20,-18
CHI,02/22/2018,CHI vs. PHI,L,241,115,44,97,45.4,18,34,52.9,9,15,60,11,37,48,27,5,4,13,26,-1
CHI,02/14/2018,CHI vs. TOR,L,241,98,39,91,42.9,4,24,16.7,16,20,80,4,38,42,17,5,6,6,16,-24
CHI,02/12/2018,CHI vs. ORL,W,240,105,40,88,45.5,9,32,28.1,16,21,76.2,11,35,46,25,6,3,11,13,4
CHI,02/10/2018,CHI vs. WAS,L,241,90,34,80,42.5,9,32,28.1,13,16,81.3,9,36,45,23,11,2,14,16,-11
CHI,02/09/2018,CHI vs. MIN,W,242,114,41,83,49.4,9,26,34.6,23,30,76.7,5,34,39,22,5,4,11,19,1
CHI,02/05/2018,CHI @ SAC,L,240,98,32,80,40,14,36,38.9,20,24,83.3,9,37,46,20,6,1,12,21,-6
CHI,02/03/2018,CHI @ LAC,L,240,103,35,97,36.1,12,37,32.4,21,21,100,13,35,48,22,6,4,11,20,-10
CHI,01/31/2018,CHI @ POR,L,239,108,41,99,41.4,13,34,38.2,13,22,59.1,12,24,36,19,10,4,6,16,-16
CHI,01/28/2018,CHI vs. MIL,L,242,96,36,87,41.4,12,34,35.3,12,15,80,10,31,41,25,8,2,16,18,-14
CHI,01/26/2018,CHI vs. LAL,L,240,103,35,93,37.6,17,36,47.2,16,24,66.7,16,37,53,21,3,7,13,25,-5
CHI,01/24/2018,CHI @ PHI,L,240,101,36,94,38.3,11,37,29.7,18,22,81.8,10,33,43,20,8,2,11,15,-14
CHI,01/22/2018,CHI @ NOP,L,291,128,45,92,48.9,8,31,25.8,30,34,88.2,6,48,54,31,8,6,24,32,-4
CHI,01/20/2018,CHI @ ATL,W,239,113,40,80,50,14,32,43.8,19,21,90.5,4,44,48,31,8,1,16,23,16
CHI,01/17/2018,CHI vs. GSW,L,240,112,45,106,42.5,10,39,25.6,12,13,92.3,14,35,49,24,10,2,11,19,-7
CHI,01/15/2018,CHI vs. MIA,W,240,119,42,88,47.7,16,39,41,19,22,86.4,7,38,45,27,6,2,9,23,8
CHI,01/13/2018,CHI vs. DET,W,239,107,42,87,48.3,17,36,47.2,6,9,66.7,6,34,40,27,10,8,14,11,2
CHI,01/10/2018,CHI @ NYK,W,289,122,45,98,45.9,15,33,45.5,17,20,85,10,38,48,21,10,5,16,19,3
CHI,04/09/2018,CHI @ BKN,L,240,105,43,89,48.3,12,28,42.9,7,12,58.3,10,34,44,26,7,6,19,17,-9
CHI,01/06/2018,CHI @ IND,L,239,86,30,80,37.5,10,32,31.3,16,20,80,9,25,34,15,4,6,16,15,-39
CHI,01/05/2018,CHI @ DAL,W,241,127,44,78,56.4,14,28,50,25,31,80.6,8,34,42,25,9,3,18,19,3
CHI,01/03/2018,CHI vs. TOR,L,241,115,43,93,46.2,13,33,39.4,16,19,84.2,9,34,43,29,5,2,13,20,-9
CHI,01/01/2018,CHI vs. POR,L,265,120,45,104,43.3,11,27,40.7,19,23,82.6,15,43,58,28,5,7,12,21,-4
CHI,12/31/2017,CHI @ WAS,L,240,110,42,92,45.7,8,35,22.9,18,22,81.8,10,36,46,24,6,1,12,22,-4
CHI,12/29/2017,CHI vs. IND,W,240,119,43,85,50.6,18,39,46.2,15,15,100,7,33,40,31,6,4,15,20,12
CHI,12/27/2017,CHI vs. NYK,W,240,92,35,86,40.7,10,28,35.7,12,16,75,4,46,50,23,9,3,15,15,5
CHI,12/26/2017,CHI @ MIL,W,241,115,45,103,43.7,10,28,35.7,15,25,60,15,32,47,26,11,3,6,19,9
CHI,12/23/2017,CHI @ BOS,L,242,92,34,86,39.5,7,19,36.8,17,25,68,12,39,51,24,4,2,15,16,-25
CHI,12/21/2017,CHI @ CLE,L,240,112,47,85,55.3,12,31,38.7,6,8,75,5,30,35,34,8,1,12,19,-3
CHI,12/20/2017,CHI vs. ORL,W,240,112,44,87,50.6,11,32,34.4,13,14,92.9,9,42,51,31,6,8,11,23,18
CHI,12/18/2017,CHI vs. PHI,W,240,117,44,92,47.8,13,28,46.4,16,19,84.2,5,34,39,27,9,7,15,16,2
CHI,12/15/2017,CHI @ MIL,W,239,115,42,86,48.8,8,22,36.4,23,35,65.7,14,36,50,24,8,0,12,26,6
CHI,12/13/2017,CHI vs. UTA,W,239,103,41,93,44.1,7,17,41.2,14,21,66.7,9,37,46,21,9,3,9,14,3
CHI,12/11/2017,CHI vs. BOS,W,241,108,39,81,48.1,12,29,41.4,18,25,72,10,36,46,23,9,3,8,18,23
CHI,12/09/2017,CHI vs. NYK,W,242,104,42,82,51.2,7,25,28,13,23,56.5,8,32,40,28,10,7,14,19,2
CHI,12/08/2017,CHI @ CHA,W,266,119,48,99,48.5,6,18,33.3,17,22,77.3,6,50,56,23,5,7,14,28,8
CHI,12/06/2017,CHI @ IND,L,240,96,39,83,47,10,26,38.5,8,16,50,11,35,46,18,3,5,16,15,-2
CHI,12/04/2017,CHI vs. CLE,L,241,91,34,82,41.5,9,34,26.5,14,18,77.8,10,33,43,21,4,5,11,16,-22
CHI,12/01/2017,CHI vs. SAC,L,240,106,42,90,46.7,13,36,36.1,9,13,69.2,8,30,38,30,8,2,8,16,-1
CHI,11/30/2017,CHI @ DEN,L,240,110,44,82,53.7,9,24,37.5,13,21,61.9,6,34,40,25,4,4,11,27,-1
CHI,11/28/2017,CHI vs. PHX,L,240,99,38,94,40.4,16,40,40,7,10,70,9,32,41,27,11,7,9,20,-5
CHI,11/26/2017,CHI vs. MIA,L,241,93,33,89,37.1,14,33,42.4,13,16,81.3,7,40,47,25,10,2,13,18,-7
CHI,11/24/2017,CHI @ GSW,L,240,94,35,99,35.4,13,36,36.1,11,15,73.3,13,27,40,18,7,2,15,17,-49
CHI,11/22/2017,CHI @ UTA,L,240,80,29,78,37.2,5,21,23.8,17,20,85,8,35,43,15,3,1,16,21,-30
CHI,11/21/2017,CHI @ LAL,L,241,94,36,94,38.3,11,36,30.6,11,16,68.8,15,39,54,22,4,4,14,19,-9
CHI,11/19/2017,CHI @ PHX,L,242,105,42,101,41.6,12,36,33.3,9,14,64.3,12,35,47,20,5,1,11,21,-8
CHI,11/17/2017,CHI vs. CHA,W,240,123,47,91,51.6,17,34,50,12,13,92.3,4,31,35,26,9,2,11,23,3
CHI,11/15/2017,CHI @ OKC,L,239,79,26,75,34.7,11,29,37.9,16,20,80,6,32,38,16,7,2,13,27,-13
CHI,11/11/2017,CHI @ SAS,L,241,94,40,86,46.5,6,23,26.1,8,13,61.5,5,23,28,22,9,4,13,15,-39
CHI,11/10/2017,CHI vs. IND,L,240,87,37,93,39.8,7,27,25.9,6,9,66.7,11,32,43,24,10,3,12,13,-18
CHI,11/07/2017,CHI @ TOR,L,240,114,40,80,50,11,29,37.9,23,28,82.1,8,29,37,26,10,2,13,23,-5
CHI,11/04/2017,CHI vs. NOP,L,266,90,35,99,35.4,11,42,26.2,9,12,75,16,42,58,23,10,5,17,19,-6
CHI,11/03/2017,CHI @ ORL,W,240,105,40,85,47.1,14,29,48.3,11,12,91.7,9,39,48,23,6,2,14,13,22
CHI,11/01/2017,CHI @ MIA,L,239,91,36,89,40.4,7,28,25,12,19,63.2,7,47,54,20,7,6,12,19,-6
CHI,10/28/2017,CHI vs. OKC,L,240,69,22,78,28.2,10,37,27,15,20,75,12,35,47,16,9,5,19,16,-32
CHI,10/26/2017,CHI vs. ATL,W,240,91,31,86,36,7,32,21.9,22,29,75.9,18,44,62,20,5,4,13,15,5
